season,hunt_date,timezone,sunrise_local,estimated_open_time_local,opening_sample_time_local,opening_sample_offset_minutes,opening_weather_code,opening_conditions,opening_temperature_f,opening_apparent_temperature_f,opening_relative_humidity_pct,opening_cloud_cover_pct,opening_precipitation_in,opening_rain_in,opening_snowfall_in,opening_wind_speed_mph,opening_wind_gust_mph,opening_wind_direction_deg,opening_wind_direction_cardinal,daily_weather_code,daily_conditions,daily_temperature_mean_f,daily_temperature_high_f,daily_temperature_low_f,daily_precipitation_in,daily_rain_in,daily_snowfall_in,daily_precipitation_hours,daily_wind_speed_max_mph,daily_wind_gust_max_mph,daily_wind_direction_dominant_deg,daily_wind_direction_dominant_cardinal,requested_latitude,requested_longitude,weather_grid_latitude,weather_grid_longitude,weather_grid_elevation_m,weather_model
2022-23,2022-11-30,America/Los_Angeles,2022-11-30T08:30,2022-11-30T08:00,2022-11-30T08:00,0,61,Slight rain,41.5,37.6,97,78,0.063,0.063,0.0,3.8,10.7,220,SW,63,Moderate rain,41.0,44.5,35.8,1.378,1.378,0.0,21.0,16.4,37.6,195,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-02,America/Los_Angeles,2022-12-02T08:33,2022-12-02T08:03,2022-12-02T08:00,-3,3,Overcast,31.4,25.9,96,100,0.0,0.0,0.0,3.3,8.1,138,SE,71,Slight snow fall,34.4,40.6,27.6,0.039,0.035,0.028,5.0,8.2,18.3,138,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-04,America/Los_Angeles,2022-12-04T08:35,2022-12-04T08:05,2022-12-04T08:00,-5,71,Slight snow fall,33.6,28.7,73,100,0.004,0.0,0.028,0.5,5.4,297,WNW,73,Moderate snow fall,33.2,35.5,28.9,0.079,0.008,0.496,11.0,6.3,11.0,300,WNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-06,America/Los_Angeles,2022-12-06T08:37,2022-12-06T08:07,2022-12-06T08:00,-7,3,Overcast,35.8,31.7,91,100,0.0,0.0,0.0,1.1,4.9,127,SE,51,Light drizzle,37.0,39.7,34.3,0.004,0.004,0.0,1.0,3.3,7.8,139,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-08,America/Los_Angeles,2022-12-08T08:39,2022-12-08T08:09,2022-12-08T08:00,-9,61,Slight rain,39.1,34.4,98,100,0.079,0.079,0.0,4.8,10.5,143,SE,75,Heavy snow fall,38.7,40.3,36.1,0.823,0.717,0.744,22.0,7.9,16.8,145,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-10,America/Los_Angeles,2022-12-10T08:41,2022-12-10T08:11,2022-12-10T08:00,-11,61,Slight rain,43.3,37.2,98,100,0.059,0.059,0.0,10.0,21.7,160,SSE,63,Moderate rain,42.0,43.4,38.8,0.894,0.894,0.0,22.0,10.8,24.8,147,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-12,America/Los_Angeles,2022-12-12T08:42,2022-12-12T08:12,2022-12-12T08:00,-12,1,Mainly clear,37.0,32.2,95,32,0.0,0.0,0.0,3.6,8.1,300,WNW,3,Overcast,40.3,46.1,35.8,0.0,0.0,0.0,0.0,6.5,13.9,316,NW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-14,America/Los_Angeles,2022-12-14T08:44,2022-12-14T08:14,2022-12-14T08:00,-14,3,Overcast,31.2,26.1,100,100,0.0,0.0,0.0,2.7,5.4,351,N,3,Overcast,35.4,42.8,30.2,0.0,0.0,0.0,0.0,8.3,16.1,346,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-16,America/Los_Angeles,2022-12-16T08:45,2022-12-16T08:15,2022-12-16T08:00,-15,2,Partly cloudy,29.8,23.6,85,56,0.0,0.0,0.0,3.6,8.1,7,N,3,Overcast,34.2,43.9,28.9,0.0,0.0,0.0,0.0,5.1,11.2,348,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-18,America/Los_Angeles,2022-12-18T08:47,2022-12-18T08:17,2022-12-18T08:00,-17,53,Moderate drizzle,36.5,30.9,93,100,0.02,0.02,0.0,5.2,12.3,227,SW,53,Moderate drizzle,37.8,43.5,33.3,0.102,0.102,0.0,12.0,8.2,17.0,223,SW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-20,America/Los_Angeles,2022-12-20T08:48,2022-12-20T08:18,2022-12-20T08:00,-18,3,Overcast,36.4,30.7,97,100,0.0,0.0,0.0,5.9,11.9,162,SSE,63,Moderate rain,39.0,45.3,33.8,0.661,0.661,0.0,17.0,11.2,23.9,200,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-22,America/Los_Angeles,2022-12-22T08:49,2022-12-22T08:19,2022-12-22T08:00,-19,3,Overcast,15.5,6.8,50,100,0.0,0.0,0.0,4.9,11.0,294,WNW,71,Slight snow fall,18.0,21.5,15.1,0.071,0.063,0.055,4.0,7.5,14.3,291,WNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-24,America/Los_Angeles,2022-12-24T08:50,2022-12-24T08:20,2022-12-24T08:00,-20,3,Overcast,34.3,27.6,91,100,0.0,0.0,0.0,6.6,12.8,204,SSW,63,Moderate rain,34.8,41.5,31.4,0.602,0.602,0.0,15.0,7.4,14.5,197,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-26,America/Los_Angeles,2022-12-26T08:51,2022-12-26T08:21,2022-12-26T08:00,-21,51,Light drizzle,49.8,46.4,99,100,0.008,0.008,0.0,7.7,17.2,163,SSE,63,Moderate rain,44.5,51.9,37.8,2.039,2.039,0.0,23.0,11.3,27.7,156,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-28,America/Los_Angeles,2022-12-28T08:51,2022-12-28T08:21,2022-12-28T08:00,-21,0,Clear sky,36.5,31.2,99,17,0.0,0.0,0.0,5.0,10.5,207,SSW,51,Light drizzle,41.3,46.7,36.4,0.028,0.028,0.0,5.0,8.1,16.8,198,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2022-12-30,America/Los_Angeles,2022-12-30T08:51,2022-12-30T08:21,2022-12-30T08:00,-21,3,Overcast,43.8,38.4,98,100,0.0,0.0,0.0,8.7,17.0,192,SSW,63,Moderate rain,44.2,48.3,39.3,0.563,0.563,0.0,16.0,10.1,19.9,182,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-01,America/Los_Angeles,2023-01-01T08:52,2023-01-01T08:22,2023-01-01T08:00,-22,3,Overcast,40.6,37.4,97,100,0.0,0.0,0.0,1.8,4.5,270,W,3,Overcast,39.5,42.8,34.4,0.0,0.0,0.0,0.0,4.0,8.3,345,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-03,America/Los_Angeles,2023-01-03T08:51,2023-01-03T08:21,2023-01-03T08:00,-21,3,Overcast,37.1,33.2,93,100,0.0,0.0,0.0,1.5,4.9,153,SSE,61,Slight rain,39.8,47.3,35.4,0.272,0.272,0.0,7.0,11.4,23.0,133,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-05,America/Los_Angeles,2023-01-05T08:51,2023-01-05T08:21,2023-01-05T08:00,-21,3,Overcast,46.6,36.5,58,100,0.0,0.0,0.0,15.0,31.1,112,ESE,55,Dense drizzle,46.4,49.4,43.6,0.197,0.197,0.0,10.0,15.4,31.1,136,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-07,America/Los_Angeles,2023-01-07T08:51,2023-01-07T08:21,2023-01-07T08:00,-21,53,Moderate drizzle,43.2,39.4,93,100,0.02,0.02,0.0,3.8,7.6,93,E,55,Dense drizzle,43.1,47.1,37.7,0.24,0.24,0.0,15.0,8.7,17.0,125,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-09,America/Los_Angeles,2023-01-09T08:50,2023-01-09T08:20,2023-01-09T08:00,-20,55,Dense drizzle,40.7,32.7,93,100,0.043,0.043,0.0,12.8,27.7,97,E,61,Slight rain,43.0,48.7,35.7,0.362,0.362,0.0,14.0,16.2,32.7,135,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-11,America/Los_Angeles,2023-01-11T08:50,2023-01-11T08:20,2023-01-11T08:00,-20,3,Overcast,39.4,34.9,92,97,0.0,0.0,0.0,3.7,11.4,147,SSE,63,Moderate rain,43.8,51.2,39.4,0.571,0.571,0.0,14.0,8.8,17.9,131,SE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-13,America/Los_Angeles,2023-01-13T08:49,2023-01-13T08:19,2023-01-13T08:00,-19,61,Slight rain,47.1,44.4,88,100,0.051,0.051,0.0,2.8,7.4,166,SSE,63,Moderate rain,47.4,49.8,45.1,0.618,0.618,0.0,19.0,5.7,14.3,158,SSE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-15,America/Los_Angeles,2023-01-15T08:48,2023-01-15T08:18,2023-01-15T08:00,-18,61,Slight rain,43.4,36.6,97,100,0.067,0.067,0.0,11.9,24.2,148,SSE,63,Moderate rain,44.0,46.0,42.4,0.555,0.555,0.0,20.0,14.4,29.3,171,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-17,America/Los_Angeles,2023-01-17T08:46,2023-01-17T08:16,2023-01-17T08:00,-16,3,Overcast,41.5,37.6,98,100,0.0,0.0,0.0,3.8,8.1,201,SSW,61,Slight rain,43.0,45.6,40.8,0.205,0.205,0.0,11.0,8.6,17.4,181,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-19,America/Los_Angeles,2023-01-19T08:45,2023-01-19T08:15,2023-01-19T08:00,-15,3,Overcast,36.3,32.2,99,100,0.0,0.0,0.0,2.2,5.1,217,SW,3,Overcast,38.0,41.8,33.9,0.0,0.0,0.0,0.0,3.5,8.9,179,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-21,America/Los_Angeles,2023-01-21T08:43,2023-01-21T08:13,2023-01-21T08:00,-13,3,Overcast,30.6,23.5,95,96,0.0,0.0,0.0,6.6,14.8,190,S,75,Heavy snow fall,35.9,42.4,30.6,0.213,0.059,1.075,7.0,12.4,24.6,206,SSW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-23,America/Los_Angeles,2023-01-23T08:42,2023-01-23T08:12,2023-01-23T08:00,-12,3,Overcast,37.3,34.1,98,97,0.0,0.0,0.0,0.4,4.7,90,E,3,Overcast,38.6,47.6,30.9,0.0,0.0,0.0,0.0,7.6,15.7,333,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-25,America/Los_Angeles,2023-01-25T08:40,2023-01-25T08:10,2023-01-25T08:00,-10,3,Overcast,38.2,34.7,99,100,0.0,0.0,0.0,1.8,6.7,360,N,3,Overcast,41.2,47.7,34.8,0.0,0.0,0.0,0.0,8.1,17.2,349,N,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-27,America/Los_Angeles,2023-01-27T08:38,2023-01-27T08:08,2023-01-27T08:00,-8,3,Overcast,43.2,38.5,92,100,0.0,0.0,0.0,6.0,13.2,207,SSW,53,Moderate drizzle,44.5,49.5,40.9,0.118,0.118,0.0,10.0,7.7,15.4,232,SW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2022-23,2023-01-29,America/Los_Angeles,2023-01-29T08:36,2023-01-29T08:06,2023-01-29T08:00,-6,0,Clear sky,28.1,18.8,50,0,0.0,0.0,0.0,7.7,19.5,68,ENE,0,Clear sky,31.3,37.3,24.9,0.0,0.0,0.0,0.0,9.7,21.0,58,ENE,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2023-24,2023-10-14,America/Los_Angeles,2023-10-14T07:26,2023-10-14T06:56,2023-10-14T07:00,4,3,Overcast,51.1,50.2,100,100,0.0,0.0,0.0,3.0,5.6,132,SE,53,Moderate drizzle,55.9,62.1,50.8,0.106,0.106,0.0,7.0,5.3,13.6,169,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2023-24,2023-10-16,America/Los_Angeles,2023-10-16T07:28,2023-10-16T06:58,2023-10-16T07:00,2,61,Slight rain,55.7,55.6,98,100,0.079,0.079,0.0,4.0,12.8,183,S,63,Moderate rain,57.9,65.3,53.6,0.685,0.685,0.0,14.0,11.0,24.4,191,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2023-24,2023-10-18,America/Los_Angeles,2023-10-18T07:31,2023-10-18T07:01,2023-10-18T07:00,-1,3,Overcast,46.8,45.0,100,100,0.0,0.0,0.0,2.1,5.8,18,NNE,3,Overcast,56.2,71.2,46.4,0.0,0.0,0.0,0.0,5.7,8.9,354,N,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2023-24,2023-10-20,America/Los_Angeles,2023-10-20T07:34,2023-10-20T07:04,2023-10-20T07:00,-4,3,Overcast,59.4,59.6,94,97,0.0,0.0,0.0,5.4,10.3,343,NNW,3,Overcast,60.7,67.4,54.1,0.0,0.0,0.0,0.0,8.8,17.2,342,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2023-24,2023-10-22,America/Los_Angeles,2023-10-22T07:37,2023-10-22T07:07,2023-10-22T07:00,-7,51,Light drizzle,56.8,58.0,96,100,0.008,0.008,0.0,1.6,4.0,315,NW,51,Light drizzle,57.1,63.6,51.8,0.024,0.024,0.0,3.0,7.8,17.0,340,NNW,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
2023-24,2023-10-24,America/Los_Angeles,2023-10-24T07:39,2023-10-24T07:09,2023-10-24T07:00,-9,3,Overcast,49.1,47.3,87,98,0.0,0.0,0.0,1.6,4.0,172,S,63,Moderate rain,48.5,50.6,45.5,0.622,0.622,0.0,13.0,13.9,28.9,185,S,45.72,-122.803,45.729347,-122.791794,1.0,ecmwf_ifs
