team,team_slug,league,football_season,season_type,season_type_name,event_id,event_name,short_name,game_datetime_utc,game_datetime_pacific,game_date_pacific,kickoff_time_pacific,time_valid,week,home_away,opponent_id,opponent,opponent_abbreviation,team_score,opponent_score,result,completed,status,neutral_site,venue,venue_city,venue_state,broadcasts,notes,source_url
Oregon Ducks,oregon,college-football,2024,2,Regular Season,401628551,Oregon Ducks at Wisconsin Badgers,ORE @ WIS,2024-11-17T00:30:00+00:00,2024-11-16T16:30:00-08:00,2024-11-16,16:30,True,12,away,275,Wisconsin Badgers,WIS,16,13,W,True,Final,False,Camp Randall Stadium,Madison,WI,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2024&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2024,2,Regular Season,401671757,Seattle Seahawks at San Francisco 49ers,SEA @ SF,2024-11-17T21:05:00+00:00,2024-11-17T13:05:00-08:00,2024-11-17,13:05,True,11,away,25,San Francisco 49ers,SF,20,17,W,True,Final,False,Levi's Stadium,Santa Clara,CA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2024&seasontype=2
Oregon State Beavers,oregon-state,college-football,2024,2,Regular Season,401628572,Washington State Cougars at Oregon State Beavers,WSU @ ORST,2024-11-24T00:00:00+00:00,2024-11-23T16:00:00-08:00,2024-11-23,16:00,True,13,home,265,Washington State Cougars,WSU,41,38,W,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2024&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2024,2,Regular Season,401671775,Arizona Cardinals at Seattle Seahawks,ARI @ SEA,2024-11-24T21:25:00+00:00,2024-11-24T13:25:00-08:00,2024-11-24,13:25,True,12,home,22,Arizona Cardinals,ARI,16,6,W,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2024&seasontype=2
Oregon State Beavers,oregon-state,college-football,2024,2,Regular Season,401643769,Oregon State Beavers at Boise State Broncos,ORST @ BOIS,2024-11-29T17:00:00+00:00,2024-11-29T09:00:00-08:00,2024-11-29,09:00,True,14,away,68,Boise State Broncos,BOIS,18,34,L,True,Final,False,Albertsons Stadium,Boise,ID,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2024&seasontype=2
Oregon Ducks,oregon,college-football,2024,2,Regular Season,401628569,Washington Huskies at Oregon Ducks,WASH @ ORE,2024-12-01T00:30:00+00:00,2024-11-30T16:30:00-08:00,2024-11-30,16:30,True,14,home,264,Washington Huskies,WASH,49,21,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2024&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2024,2,Regular Season,401671703,Seattle Seahawks at New York Jets,SEA @ NYJ,2024-12-01T18:00:00+00:00,2024-12-01T10:00:00-08:00,2024-12-01,10:00,True,13,away,20,New York Jets,NYJ,26,21,W,True,Final,False,MetLife Stadium,East Rutherford,NJ,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2024&seasontype=2
Oregon Ducks,oregon,college-football,2024,2,Regular Season,401673464,Penn State Nittany Lions at Oregon Ducks,PSU VS ORE,2024-12-08T01:00:00+00:00,2024-12-07T17:00:00-08:00,2024-12-07,17:00,True,15,home,213,Penn State Nittany Lions,PSU,45,37,W,True,Final,True,Lucas Oil Stadium,Indianapolis,IN,,Big Ten Championship,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2024&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2024,2,Regular Season,401671660,Seattle Seahawks at Arizona Cardinals,SEA @ ARI,2024-12-08T21:05:00+00:00,2024-12-08T13:05:00-08:00,2024-12-08,13:05,True,14,away,22,Arizona Cardinals,ARI,30,18,W,True,Final,False,State Farm Stadium,Glendale,AZ,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2024&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2024,2,Regular Season,401671796,Green Bay Packers at Seattle Seahawks,GB @ SEA,2024-12-16T01:20:00+00:00,2024-12-15T17:20:00-08:00,2024-12-15,17:20,True,15,home,9,Green Bay Packers,GB,13,30,L,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2024&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2024,2,Regular Season,401671759,Minnesota Vikings at Seattle Seahawks,MIN @ SEA,2024-12-22T21:05:00+00:00,2024-12-22T13:05:00-08:00,2024-12-22,13:05,True,16,home,16,Minnesota Vikings,MIN,24,27,L,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2024&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2024,2,Regular Season,401671876,Seattle Seahawks at Chicago Bears,SEA @ CHI,2024-12-27T01:15:00+00:00,2024-12-26T17:15:00-08:00,2024-12-26,17:15,True,17,away,3,Chicago Bears,CHI,6,3,W,True,Final,False,Soldier Field,Chicago,IL,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2024&seasontype=2
Oregon Ducks,oregon,college-football,2024,3,Postseason,401677183,Ohio State Buckeyes at Oregon Ducks,OSU VS ORE,2025-01-01T22:00:00+00:00,2025-01-01T14:00:00-08:00,2025-01-01,14:00,True,1,home,194,Ohio State Buckeyes,OSU,21,41,L,True,Final,True,Rose Bowl,Pasadena,CA,,College Football Playoff Quarterfinal at the Rose Bowl Presented by Prudential,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2024&seasontype=3
Seattle Seahawks,seattle-seahawks,nfl,2024,2,Regular Season,401671830,Seattle Seahawks at Los Angeles Rams,SEA @ LAR,2025-01-05T21:25:00+00:00,2025-01-05T13:25:00-08:00,2025-01-05,13:25,True,18,away,14,Los Angeles Rams,LAR,30,25,W,True,Final,False,SoFi Stadium,Inglewood,CA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2024&seasontype=2
Oregon Ducks,oregon,college-football,2025,2,Regular Season,401752804,Montana State Bobcats at Oregon Ducks,MTST @ ORE,2025-08-30T20:00:00+00:00,2025-08-30T13:00:00-07:00,2025-08-30,13:00,True,1,home,147,Montana State Bobcats,MTST,59,13,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=2
Oregon State Beavers,oregon-state,college-football,2025,2,Regular Season,401752936,California Golden Bears at Oregon State Beavers,CAL @ ORST,2025-08-31T02:30:00+00:00,2025-08-30T19:30:00-07:00,2025-08-30,19:30,True,1,home,25,California Golden Bears,CAL,15,34,L,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,2,Regular Season,401752824,Oklahoma State Cowboys at Oregon Ducks,OKST @ ORE,2025-09-06T19:30:00+00:00,2025-09-06T12:30:00-07:00,2025-09-06,12:30,True,2,home,197,Oklahoma State Cowboys,OKST,69,3,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=2
Oregon State Beavers,oregon-state,college-football,2025,2,Regular Season,401752937,Fresno State Bulldogs at Oregon State Beavers,FRES @ ORST,2025-09-06T19:30:00+00:00,2025-09-06T12:30:00-07:00,2025-09-06,12:30,True,2,home,278,Fresno State Bulldogs,FRES,27,36,L,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772831,San Francisco 49ers at Seattle Seahawks,SF @ SEA,2025-09-07T20:05:00+00:00,2025-09-07T13:05:00-07:00,2025-09-07,13:05,True,1,home,25,San Francisco 49ers,SF,13,17,L,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,2,Regular Season,401752831,Oregon Ducks at Northwestern Wildcats,ORE @ NU,2025-09-13T16:00:00+00:00,2025-09-13T09:00:00-07:00,2025-09-13,09:00,True,3,away,77,Northwestern Wildcats,NU,34,14,W,True,Final,False,Northwestern Medicine Field at Martin Stadium,Evanston,IL,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=2
Oregon State Beavers,oregon-state,college-football,2025,2,Regular Season,401752938,Oregon State Beavers at Texas Tech Red Raiders,ORST @ TTU,2025-09-13T19:30:00+00:00,2025-09-13T12:30:00-07:00,2025-09-13,12:30,True,3,away,2641,Texas Tech Red Raiders,TTU,14,45,L,True,Final,False,Galaxy Stadium,Lubbock,TX,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772836,Seattle Seahawks at Pittsburgh Steelers,SEA @ PIT,2025-09-14T17:00:00+00:00,2025-09-14T10:00:00-07:00,2025-09-14,10:00,True,2,away,23,Pittsburgh Steelers,PIT,31,17,W,True,Final,False,Acrisure Stadium,Pittsburgh,PA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,2,Regular Season,401752841,Oregon State Beavers at Oregon Ducks,ORST @ ORE,2025-09-20T19:00:00+00:00,2025-09-20T12:00:00-07:00,2025-09-20,12:00,True,4,home,204,Oregon State Beavers,ORST,41,7,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=2
Oregon State Beavers,oregon-state,college-football,2025,2,Regular Season,401752841,Oregon State Beavers at Oregon Ducks,ORST @ ORE,2025-09-20T19:00:00+00:00,2025-09-20T12:00:00-07:00,2025-09-20,12:00,True,4,away,2483,Oregon Ducks,ORE,7,41,L,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772736,New Orleans Saints at Seattle Seahawks,NO @ SEA,2025-09-21T20:05:00+00:00,2025-09-21T13:05:00-07:00,2025-09-21,13:05,True,3,home,18,New Orleans Saints,NO,44,13,W,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772938,Seattle Seahawks at Arizona Cardinals,SEA @ ARI,2025-09-26T00:15:00+00:00,2025-09-25T17:15:00-07:00,2025-09-25,17:15,True,4,away,22,Arizona Cardinals,ARI,23,20,W,True,Final,False,State Farm Stadium,Glendale,AZ,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Oregon State Beavers,oregon-state,college-football,2025,2,Regular Season,401752939,Houston Cougars at Oregon State Beavers,HOU @ ORST,2025-09-27T02:35:00+00:00,2025-09-26T19:35:00-07:00,2025-09-26,19:35,True,5,home,248,Houston Cougars,HOU,24,27,L,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,2,Regular Season,401752854,Oregon Ducks at Penn State Nittany Lions,ORE @ PSU,2025-09-27T23:30:00+00:00,2025-09-27T16:30:00-07:00,2025-09-27,16:30,True,5,away,213,Penn State Nittany Lions,PSU,30,24,W,True,Final,False,Beaver Stadium,University Park,PA,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=2
Oregon State Beavers,oregon-state,college-football,2025,2,Regular Season,401752940,Oregon State Beavers at App State Mountaineers,ORST @ APP,2025-10-04T19:30:00+00:00,2025-10-04T12:30:00-07:00,2025-10-04,12:30,True,6,away,2026,App State Mountaineers,APP,23,27,L,True,Final,False,Kidd Brewer Stadium,Boone,NC,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772746,Tampa Bay Buccaneers at Seattle Seahawks,TB @ SEA,2025-10-05T20:05:00+00:00,2025-10-05T13:05:00-07:00,2025-10-05,13:05,True,5,home,27,Tampa Bay Buccaneers,TB,35,38,L,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,2,Regular Season,401752870,Indiana Hoosiers at Oregon Ducks,IU @ ORE,2025-10-11T19:30:00+00:00,2025-10-11T12:30:00-07:00,2025-10-11,12:30,True,7,home,84,Indiana Hoosiers,IU,20,30,L,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=2
Oregon State Beavers,oregon-state,college-football,2025,2,Regular Season,401754563,Wake Forest Demon Deacons at Oregon State Beavers,WAKE @ ORST,2025-10-11T19:30:00+00:00,2025-10-11T12:30:00-07:00,2025-10-11,12:30,True,7,home,154,Wake Forest Demon Deacons,WAKE,14,39,L,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772857,Seattle Seahawks at Jacksonville Jaguars,SEA @ JAX,2025-10-12T17:00:00+00:00,2025-10-12T10:00:00-07:00,2025-10-12,10:00,True,6,away,30,Jacksonville Jaguars,JAX,20,12,W,True,Final,False,EverBank Stadium,Jacksonville,FL,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,2,Regular Season,401752876,Oregon Ducks at Rutgers Scarlet Knights,ORE @ RUTG,2025-10-18T22:30:00+00:00,2025-10-18T15:30:00-07:00,2025-10-18,15:30,True,8,away,164,Rutgers Scarlet Knights,RUTG,56,10,W,True,Final,False,SHI Stadium,Piscataway,NJ,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=2
Oregon State Beavers,oregon-state,college-football,2025,2,Regular Season,401752941,Lafayette Leopards at Oregon State Beavers,LAF @ ORST,2025-10-19T02:00:00+00:00,2025-10-18T19:00:00-07:00,2025-10-18,19:00,True,8,home,322,Lafayette Leopards,LAF,45,13,W,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772826,Houston Texans at Seattle Seahawks,HOU @ SEA,2025-10-21T02:00:00+00:00,2025-10-20T19:00:00-07:00,2025-10-20,19:00,True,7,home,34,Houston Texans,HOU,27,19,W,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,2,Regular Season,401752886,Wisconsin Badgers at Oregon Ducks,WIS @ ORE,2025-10-25T23:00:00+00:00,2025-10-25T16:00:00-07:00,2025-10-25,16:00,True,9,home,275,Wisconsin Badgers,WIS,21,7,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=2
Oregon State Beavers,oregon-state,college-football,2025,2,Regular Season,401752943,Washington State Cougars at Oregon State Beavers,WSU @ ORST,2025-11-01T23:30:00+00:00,2025-11-01T16:30:00-07:00,2025-11-01,16:30,True,10,home,265,Washington State Cougars,WSU,10,7,W,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772926,Seattle Seahawks at Washington Commanders,SEA @ WSH,2025-11-03T01:20:00+00:00,2025-11-02T17:20:00-08:00,2025-11-02,17:20,True,9,away,28,Washington Commanders,WSH,38,14,W,True,Final,False,Northwest Stadium,Landover,MD,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,2,Regular Season,401752898,Oregon Ducks at Iowa Hawkeyes,ORE @ IOWA,2025-11-08T20:30:00+00:00,2025-11-08T12:30:00-08:00,2025-11-08,12:30,True,11,away,2294,Iowa Hawkeyes,IOWA,18,16,W,True,Final,False,Kinnick Stadium,Iowa City,IA,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=2
Oregon State Beavers,oregon-state,college-football,2025,2,Regular Season,401752944,Sam Houston Bearkats at Oregon State Beavers,SHSU @ ORST,2025-11-09T03:00:00+00:00,2025-11-08T19:00:00-08:00,2025-11-08,19:00,True,11,home,2534,Sam Houston Bearkats,SHSU,17,21,L,True,Final,False,Reser Stadium,Corvallis,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772773,Arizona Cardinals at Seattle Seahawks,ARI @ SEA,2025-11-09T21:05:00+00:00,2025-11-09T13:05:00-08:00,2025-11-09,13:05,True,10,home,22,Arizona Cardinals,ARI,44,22,W,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,2,Regular Season,401752904,Minnesota Golden Gophers at Oregon Ducks,MINN @ ORE,2025-11-15T02:00:00+00:00,2025-11-14T18:00:00-08:00,2025-11-14,18:00,True,12,home,135,Minnesota Golden Gophers,MINN,42,13,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=2
Oregon State Beavers,oregon-state,college-football,2025,2,Regular Season,401752945,Oregon State Beavers at Tulsa Golden Hurricane,ORST @ TLSA,2025-11-15T18:00:00+00:00,2025-11-15T10:00:00-08:00,2025-11-15,10:00,True,12,away,202,Tulsa Golden Hurricane,TLSA,14,31,L,True,Final,False,H. A. Chapman Stadium,Tulsa,OK,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772884,Seattle Seahawks at Los Angeles Rams,SEA @ LAR,2025-11-16T21:05:00+00:00,2025-11-16T13:05:00-08:00,2025-11-16,13:05,True,11,away,14,Los Angeles Rams,LAR,19,21,L,True,Final,False,SoFi Stadium,Inglewood,CA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,2,Regular Season,401752911,USC Trojans at Oregon Ducks,USC @ ORE,2025-11-22T20:30:00+00:00,2025-11-22T12:30:00-08:00,2025-11-22,12:30,True,13,home,30,USC Trojans,USC,42,27,W,True,Final,False,Autzen Stadium,Eugene,OR,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772886,Seattle Seahawks at Tennessee Titans,SEA @ TEN,2025-11-23T18:00:00+00:00,2025-11-23T10:00:00-08:00,2025-11-23,10:00,True,12,away,10,Tennessee Titans,TEN,30,24,W,True,Final,False,Nissan Stadium,Nashville,TN,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,2,Regular Season,401752917,Oregon Ducks at Washington Huskies,ORE @ WASH,2025-11-29T20:30:00+00:00,2025-11-29T12:30:00-08:00,2025-11-29,12:30,True,14,away,264,Washington Huskies,WASH,26,14,W,True,Final,False,Husky Stadium,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=2
Oregon State Beavers,oregon-state,college-football,2025,2,Regular Season,401752946,Oregon State Beavers at Washington State Cougars,ORST @ WSU,2025-11-29T23:30:00+00:00,2025-11-29T15:30:00-08:00,2025-11-29,15:30,True,14,away,265,Washington State Cougars,WSU,8,32,L,True,Final,False,Martin Stadium,Pullman,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/204/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772896,Minnesota Vikings at Seattle Seahawks,MIN @ SEA,2025-11-30T21:05:00+00:00,2025-11-30T13:05:00-08:00,2025-11-30,13:05,True,13,home,16,Minnesota Vikings,MIN,26,0,W,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772900,Seattle Seahawks at Atlanta Falcons,SEA @ ATL,2025-12-07T18:00:00+00:00,2025-12-07T10:00:00-08:00,2025-12-07,10:00,True,14,away,1,Atlanta Falcons,ATL,37,9,W,True,Final,False,Mercedes-Benz Stadium,Atlanta,GA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772799,Indianapolis Colts at Seattle Seahawks,IND @ SEA,2025-12-14T21:25:00+00:00,2025-12-14T13:25:00-08:00,2025-12-14,13:25,True,15,home,11,Indianapolis Colts,IND,18,16,W,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772949,Los Angeles Rams at Seattle Seahawks,LAR @ SEA,2025-12-19T01:15:00+00:00,2025-12-18T17:15:00-08:00,2025-12-18,17:15,True,16,home,14,Los Angeles Rams,LAR,38,37,W,True,Final,False,Lumen Field,Seattle,WA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,3,Postseason,401779843,James Madison Dukes at Oregon Ducks,JMU @ ORE,2025-12-21T00:30:00+00:00,2025-12-20T16:30:00-08:00,2025-12-20,16:30,True,1,home,256,James Madison Dukes,JMU,51,34,W,True,Final,False,Autzen Stadium,Eugene,OR,,College Football Playoff First Round Game,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=3
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772952,Seattle Seahawks at Carolina Panthers,SEA @ CAR,2025-12-28T18:00:00+00:00,2025-12-28T10:00:00-08:00,2025-12-28,10:00,True,17,away,29,Carolina Panthers,CAR,27,10,W,True,Final,False,Bank of America Stadium,Charlotte,NC,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,3,Postseason,401769071,Oregon Ducks at Texas Tech Red Raiders,ORE VS TTU,2026-01-01T17:00:00+00:00,2026-01-01T09:00:00-08:00,2026-01-01,09:00,True,1,away,2641,Texas Tech Red Raiders,TTU,23,0,W,True,Final,True,Hard Rock Stadium,Miami Gardens,FL,,College Football Playoff Quarterfinal at the Capital One Orange Bowl,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=3
Seattle Seahawks,seattle-seahawks,nfl,2025,2,Regular Season,401772961,Seattle Seahawks at San Francisco 49ers,SEA @ SF,2026-01-04T01:00:00+00:00,2026-01-03T17:00:00-08:00,2026-01-03,17:00,True,18,away,25,San Francisco 49ers,SF,13,3,W,True,Final,False,Levi's Stadium,Santa Clara,CA,,,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=2
Oregon Ducks,oregon,college-football,2025,3,Postseason,401769074,Oregon Ducks at Indiana Hoosiers,ORE VS IU,2026-01-10T00:30:00+00:00,2026-01-09T16:30:00-08:00,2026-01-09,16:30,True,1,away,84,Indiana Hoosiers,IU,22,56,L,True,Final,True,Mercedes-Benz Stadium,Atlanta,GA,,College Football Playoff Semifinal at the Chick-fil-A Peach Bowl,https://site.api.espn.com/apis/site/v2/sports/football/college-football/teams/2483/schedule?season=2025&seasontype=3
Seattle Seahawks,seattle-seahawks,nfl,2025,3,Postseason,401772984,San Francisco 49ers at Seattle Seahawks,SF @ SEA,2026-01-18T01:00:00+00:00,2026-01-17T17:00:00-08:00,2026-01-17,17:00,True,2,home,25,San Francisco 49ers,SF,41,6,W,True,Final,False,Lumen Field,Seattle,WA,,NFC Divisional Playoffs,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=3
Seattle Seahawks,seattle-seahawks,nfl,2025,3,Postseason,401772987,Los Angeles Rams at Seattle Seahawks,LAR @ SEA,2026-01-25T23:30:00+00:00,2026-01-25T15:30:00-08:00,2026-01-25,15:30,True,3,home,14,Los Angeles Rams,LAR,31,27,W,True,Final,False,Lumen Field,Seattle,WA,,NFC Championship,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=3
Seattle Seahawks,seattle-seahawks,nfl,2025,3,Postseason,401772988,Seattle Seahawks at New England Patriots,SEA VS NE,2026-02-08T23:30:00+00:00,2026-02-08T15:30:00-08:00,2026-02-08,15:30,True,5,away,17,New England Patriots,NE,29,13,W,True,Final,True,Levi's Stadium,Santa Clara,CA,,Super Bowl LX,https://site.api.espn.com/apis/site/v2/sports/football/nfl/teams/26/schedule?season=2025&seasontype=3
